업종명,업소명,소재지,영업장면적(㎡),소재지전화,업태명,데이터기준일자
휴게음식점,이디야커피중앙점,제주특별자치도 제주시 관덕로13길 2,98.86,064-722-0907,커피숍,2020-04-02
휴게음식점,씨유제주사라점,제주특별자치도 제주시 사라봉길 10 ,6.6,064-722-1235,편의점,2020-04-02
휴게음식점,에스프레사멘테일리제주사이언스점,제주특별자치도 제주시 첨단로 216-19,97.5,064-722-1278,커피숍,2020-04-02
휴게음식점,편한세상,제주특별자치도 제주시 중앙로 163,106.68,064-722-1585,커피숍,2020-04-02
휴게음식점,빠빠라기,제주특별자치도 제주시 중앙로 218 ,99,064-722-1888,기타 휴게음식점,2020-04-02
휴게음식점,생느행,제주특별자치도 제주시 중앙로7길 3,254.17,064-722-2625,커피숍,2020-04-02
휴게음식점,동천마트,제주특별자치도 제주시 동문로 10 ,16.6,064-722-2641,편의점,2020-04-02
휴게음식점,대동호텔구내,제주특별자치도 제주시 관덕로15길 6 ,103.76,064-722-3070,일반조리판매,2020-04-02
휴게음식점,로이셀,제주특별자치도 제주시 신설로9길 25,136.81,064-722-3341,커피숍,2020-04-02
휴게음식점,대양,제주특별자치도 제주시 건입동 1430번지 ,90,064-722-3525,기타 휴게음식점,2020-04-02
휴게음식점,성하,제주특별자치도 제주시 동광로 12,119.5,064-722-3796,다방,2020-04-02
휴게음식점,프라임,제주특별자치도 제주시 탑동로 38 ,32.04,064-722-3838,일반조리판매,2020-04-02
휴게음식점,씨유제주한라대점,제주특별자치도 제주시 노형동 1551번지,6.38,064-722-3898,편의점,2020-04-02
휴게음식점,금호,제주특별자치도 제주시 용담일동 145번지 ,59,064-722-3929,기타 휴게음식점,2020-04-02
휴게음식점,김가네화북점,제주특별자치도 제주시 진남로6길 3 ,45.88,064-722-4416,일반조리판매,2020-04-02
휴게음식점,성지편의점구내,제주특별자치도 제주시 동광로 131,16.38,064-722-4580,기타 휴게음식점,2020-04-02
휴게음식점,동원,제주특별자치도 제주시 동문로 18 ,67.32,064-722-4867,다방,2020-04-02
휴게음식점,초록꿈,제주특별자치도 제주시 서회천길 10,75.24,064-722-4942,일반조리판매,2020-04-02
휴게음식점,땡초김밥싱싱왕만두도남점,제주특별자치도 제주시 신성로 77 ,34.68,064-722-5791,일반조리판매,2020-04-02
휴게음식점,카페베네제주점,제주특별자치도 제주시 관덕로11길 5,240.96,064-722-6232,커피숍,2020-04-02
휴게음식점,동신,제주특별자치도 제주시 광양4길 2 ,92,064-722-6505,다방,2020-04-02
휴게음식점,고궁,제주특별자치도 제주시 동광로 1 ,124.11,064-722-6620,다방,2020-04-02
휴게음식점,석류,제주특별자치도 제주시 신산로 14,107.28,064-722-7229,다방,2020-04-02
휴게음식점,열린,제주특별자치도 제주시 중앙로 281 ,56.1,064-722-7414,기타 휴게음식점,2020-04-02
휴게음식점,배또롱,제주특별자치도 제주시 태성로2길 25,33,064-722-7520,패스트푸드,2020-04-02
휴게음식점,빨강떡볶이,제주특별자치도 제주시 일주동로 254 ,33,064-722-7882,일반조리판매,2020-04-02
휴게음식점,지에스25일도신천지점,제주특별자치도 제주시 천수로 85,6.6,064-722-8528,편의점,2020-04-02
휴게음식점,맥도날드제주시청디티점,제주특별자치도 제주시 중앙로 277,523.78,064-722-8691,패스트푸드,2020-04-02
휴게음식점,어머니김밥,제주특별자치도 제주시 번영로 518 ,13.2,064-722-8955,기타 휴게음식점,2020-04-02
휴게음식점,아봉로휴게소구내,제주특별자치도 제주시 아봉로 164,6.6,064-722-9312,편의점,2020-04-02
휴게음식점,세븐일레븐제주대기고점,제주특별자치도 제주시 삼봉로 352-2,9.2,064-723-0034,기타 휴게음식점,2020-04-02
휴게음식점,옛날짜장,제주특별자치도 제주시 탑동로 38 ,43.1,064-723-0054,기타 휴게음식점,2020-04-02
휴게음식점,모리노코에,제주특별자치도 제주시 구남로2길 30,75.79,064-723-0099,커피숍,2020-04-02
휴게음식점,신산배꼽시계,제주특별자치도 제주시 고마로17길 11,13.44,064-723-0745,일반조리판매,2020-04-02
휴게음식점,커피로카,제주특별자치도 제주시 고마로 86 ,88.29,064-723-0800,커피숍,2020-04-02
휴게음식점,땡초김밥싱싱왕만두,제주특별자치도 제주시 번영로 468 ,72.16,064-723-0908,일반조리판매,2020-04-02
휴게음식점,씨유제주삼양대로점,제주특별자치도 제주시 일주동로 326 ,6.6,064-723-1010,편의점,2020-04-02
휴게음식점,사랑방,제주특별자치도 제주시 중앙로 201 ,115.5,064-723-1044,다방,2020-04-02
휴게음식점,CU오복점,제주특별자치도 제주시 오복3길 14 ,14,064-723-1178,편의점,2020-04-02
휴게음식점,프라임도너츠,제주특별자치도 제주시 관덕로4길 1-5 ,17.4,064-723-1187,과자점,2020-04-02
휴게음식점,모닥치기2호점,제주특별자치도 제주시 연삼로 412,50.2,064-723-224,일반조리판매,2020-04-02
휴게음식점,김가네도남점,제주특별자치도 제주시 연삼로 332 ,66,064-723-2777,일반조리판매,2020-04-02
휴게음식점,박하다방,제주특별자치도 제주시 중앙로 88-6,58.58,064-723-3334,다방,2020-04-02
휴게음식점,카페빠네띠에,제주특별자치도 제주시 신설로9길 25 ,131.91,064-723-3337,커피숍,2020-04-02
휴게음식점,꽃님이네,제주특별자치도 제주시 이도이동 1008번지 ,7.48,064-723-3835,일반조리판매,2020-04-02
휴게음식점,카페퐁낭,제주특별자치도 제주시 명림로 430,108.44,064-723-4374,커피숍,2020-04-02
휴게음식점,주식회사비엔광양지점,제주특별자치도 제주시 동광로 35,105.97,064-723-4868,커피숍,2020-04-02
휴게음식점,이레하우스,제주특별자치도 제주시 신설동길 45-9,132.78,064-723-5150,커피숍,2020-04-02
휴게음식점,더해피타임,제주특별자치도 제주시 제주대학로 102,45.54,064-723-5554,커피숍,2020-04-02
휴게음식점,지유명차제주이도점,제주특별자치도 제주시 독짓골8길 7,185.4,064-723-5634,커피숍,2020-04-02
휴게음식점,씨유제주터미널점,제주특별자치도 제주시 서광로 166,6.6,064-723-6518,편의점,2020-04-02
휴게음식점,인화동벚꽃다방,제주특별자치도 제주시 고마로 94 ,13.49,064-723-7005,일반조리판매,2020-04-02
휴게음식점,씨유제주대유대림점,제주특별자치도 제주시 남광로 187,3.3,064-723-7601,편의점,2020-04-02
휴게음식점,미스터와우,제주특별자치도 제주시 중앙로 238 ,12,064-723-7726,일반조리판매,2020-04-02
휴게음식점,설빙제주아라점,제주특별자치도 제주시 박성내동길 3,178.05,064-723-7879,커피숍,2020-04-02
휴게음식점,플로베,제주특별자치도 제주시 도령로 113,15.98,064-723-9102,커피숍,2020-04-02
휴게음식점,프라임투,제주특별자치도 제주시 탑동로 38,30.97,064-723-9590,기타 휴게음식점,2020-04-02
휴게음식점,배스킨라빈스제주아라점,제주특별자치도 제주시 중앙로 556,99.54,064-723-9951,기타 휴게음식점,2020-04-02
휴게음식점,구커피,제주특별자치도 제주시 구남동2길 12,139.08,064-723-9991,커피숍,2020-04-02
휴게음식점,동명다방,제주특별자치도 제주시 신산로 33-1,98.9,064-724-0036,다방,2020-04-02
휴게음식점,나뚜루제주일도점,제주특별자치도 제주시 고마로 140 ,110.37,064-724-0050,기타 휴게음식점,2020-04-02
휴게음식점,세븐일레븐제주대학병원점,제주특별자치도 제주시 중앙로 616,6.6,064-724-0711,기타 휴게음식점,2020-04-02
휴게음식점,엔젤김밥,제주특별자치도 제주시 남광로 181,36,064-724-1440,기타 휴게음식점,2020-04-02
휴게음식점,지에스25제주무수천점,제주특별자치도 제주시 애월읍 광성로 348,6.6,064-724-1541,편의점,2020-04-02
휴게음식점,핸즈커피일도점,제주특별자치도 제주시 고마로5길 2,58.73,064-724-1654,커피숍,2020-04-02
휴게음식점,이삭토스트제주중앙여고점,제주특별자치도 제주시 남광로2길 32-1,85.06,064-724-2492,패스트푸드,2020-04-02
휴게음식점,스윗대디,제주특별자치도 제주시 연신로 72,66.1,064-724-2498,커피숍,2020-04-02
휴게음식점,(주)한아름마트,제주특별자치도 제주시 도남로 128 ,20,064-724-2700,기타 휴게음식점,2020-04-02
휴게음식점,롤링라이스코리아(주)제주이도점,제주특별자치도 제주시 승천로 71,62.7,064-724-3004,일반조리판매,2020-04-02
휴게음식점,별,제주특별자치도 제주시 서사로 95,108.25,064-724-3366,다방,2020-04-02
휴게음식점,대학로,제주특별자치도 제주시 제주대학로 105-1 ,40.32,064-724-3989,일반조리판매,2020-04-02
휴게음식점,모시란,제주특별자치도 제주시 남광로 117-1 ,84.72,064-724-4607,기타 휴게음식점,2020-04-02
휴게음식점,흥다방,제주특별자치도 제주시 남광로 65,35,064-724-4675,다방,2020-04-02
휴게음식점,파스쿠찌제주이도점,제주특별자치도 제주시 중앙로 371-1 ,270.54,064-724-4715,커피숍,2020-04-02
휴게음식점,신전떡볶이노형점,제주특별자치도 제주시 노형2길 47-3,117.72,064-724-4730,일반조리판매,2020-04-02
휴게음식점,마시그래이제주중앙점,제주특별자치도 제주시 중앙로 46,16.5,064-724-4882,커피숍,2020-04-02
휴게음식점,미광,제주특별자치도 제주시 동광로 111-1,16.5,064-724-4939,일반조리판매,2020-04-02
휴게음식점,한솥도시락제주대정문점,제주특별자치도 제주시 제주대학로 107 ,77.5,064-724-4959,일반조리판매,2020-04-02
휴게음식점,매우리,제주특별자치도 제주시 광양13길 21 ,26.3,064-724-6767,일반조리판매,2020-04-02
휴게음식점,7번가피자제주이도점,제주특별자치도 제주시 남광북3길 50,68.22,064-724-6777,패스트푸드,2020-04-02
휴게음식점,고봉민김밥인화북점,제주특별자치도 제주시 화삼로 21,49.5,064-724-8001,일반조리판매,2020-04-02
휴게음식점,추억나들이,제주특별자치도 제주시 서광로 174 ,11.55,064-724-8016,기타 휴게음식점,2020-04-02
휴게음식점,미스터피자제주중앙점,제주특별자치도 제주시 중앙로 222 ,187.58,064-724-8077,패스트푸드,2020-04-02
휴게음식점,카페에쏘미오,제주특별자치도 제주시 중앙로5길 9,33,064-724-8595,커피숍,2020-04-02
휴게음식점,통큰왕만두화북점,제주특별자치도 제주시 진동로5길 18-8,56.67,064-724-9499,일반조리판매,2020-04-02
휴게음식점,제주왕족보삼화점,제주특별자치도 제주시 설촌로 12 ,33,064-725-0077,일반조리판매,2020-04-02
휴게음식점,커피애,제주특별자치도 제주시 동광로 100 ,53,064-725-0903,커피숍,2020-04-02
휴게음식점,달콤한닭강정일도점,제주특별자치도 제주시 고마로 94 ,23.1,064-725-3100,패스트푸드,2020-04-02
휴게음식점,샛별문구구내,제주특별자치도 제주시 진서로1길 11 ,6.6,064-725-3278,일반조리판매,2020-04-02
휴게음식점,향기다방,제주특별자치도 제주시 중앙로 184 ,93,064-725-3999,다방,2020-04-02
휴게음식점,벨로인커피네이쳐,제주특별자치도 제주시 관덕로11길 18 ,210.71,064-725-4868,커피숍,2020-04-02
휴게음식점,황제정식,제주특별자치도 제주시 천수로 25-1 ,23.1,064-725-5688,일반조리판매,2020-04-02
휴게음식점,지에스이십오칼호텔점,제주특별자치도 제주시 중앙로 144 ,9.9,064-725-6759,편의점,2020-04-02
휴게음식점,(주)비지에프리테일제주탑동광장점,제주특별자치도 제주시 임항로 17 ,6.6,064-725-7050,편의점,2020-04-02
휴게음식점,봉꽈배기,제주특별자치도 제주시 용담로 39-1,14.85,064-725-7161,일반조리판매,2020-04-02
휴게음식점,시티빈,제주특별자치도 제주시 관덕로11길 17 ,23.57,064-725-7800,커피숍,2020-04-02
휴게음식점,씨유제주수선화점,제주특별자치도 제주시 독짓골2길 9,9.9,064-725-7990,편의점,2020-04-02
휴게음식점,한량,제주특별자치도 제주시 노형4길 6,53.83,064-725-8283,커피숍,2020-04-02
휴게음식점,한라봉봉,제주특별자치도 제주시 동문로 10,23.1,064-725-8515,패스트푸드,2020-04-02
휴게음식점,지에스25제주이도점,제주특별자치도 제주시 오복4길 4,3.3,064-726-0205,편의점,2020-04-02
휴게음식점,한국맥도날드유한회사제주탑동점,제주특별자치도 제주시 임항로 17 ,290.4,064-726-0421,패스트푸드,2020-04-02
휴게음식점,씨유제주아라중앙점,제주특별자치도 제주시 인다10길 25,6.6,064-726-1008,편의점,2020-04-02
휴게음식점,씨유제주대점,제주특별자치도 제주시 산천단동3길 29 ,6.6,064-726-1955,편의점,2020-04-02
휴게음식점,이쁜이모네,제주특별자치도 제주시 진군1길 8,62,064-726-2025,일반조리판매,2020-04-02
휴게음식점,씨유제주전농로점,제주특별자치도 제주시 전농로 31,6.6,064-726-2837,편의점,2020-04-02
휴게음식점,성현분식,제주특별자치도 제주시 신설동길 52,6.6,064-726-3161,일반조리판매,2020-04-02
휴게음식점,이삭토스트제주대점,제주특별자치도 제주시 제주대학로 73 ,19.8,064-726-3223,일반조리판매,2020-04-02
휴게음식점,위드미트,제주특별자치도 제주시 제주대학로 111 ,124.87,064-726-3327,커피숍,2020-04-02
휴게음식점,수제옛날통닭,제주특별자치도 제주시 한림읍 한림북동길 7-6,16.85,064-726-4166,일반조리판매,2020-04-02
휴게음식점,뉴월드화북점구내분식1호점,제주특별자치도 제주시 일주동로 233 ,11.52,064-726-4600,일반조리판매,2020-04-02
휴게음식점,엄마네,제주특별자치도 제주시 산천단동3길 13-4 ,16.74,064-726-5330,일반조리판매,2020-04-02
휴게음식점,희빈쉼터,제주특별자치도 제주시 남광로 181,49.5,064-726-5439,커피숍,2020-04-02
휴게음식점,씨유제주신엄점,제주특별자치도 제주시 애월읍 애월해안로 494,9,064-726-7050,편의점,2020-04-02
휴게음식점,더해밀,제주특별자치도 제주시 박성내동길 51 ,90.87,064-726-7071,커피숍,2020-04-02
휴게음식점,킹스토어삼양점구내,제주특별자치도 제주시 일주동로 334 ,7,064-726-7111,일반조리판매,2020-04-02
휴게음식점,스시마당,제주특별자치도 제주시 탑동로 38 ,32.04,064-726-8246,일반조리판매,2020-04-02
휴게음식점,지에스25제대정문점,제주특별자치도 제주시 제주대학로 113 ,3.3,064-726-8400,편의점,2020-04-02
휴게음식점,서울분식,제주특별자치도 제주시 동문로4길 11 ,31.85,064-726-9266,기타 휴게음식점,2020-04-02
휴게음식점,볼케이노PC방,제주특별자치도 제주시 서광로 197-1 ,7.5,064-727-0025,기타 휴게음식점,2020-04-02
휴게음식점,최가네손만두일도점,제주특별자치도 제주시 천수로 59 ,24.57,064-727-0044,일반조리판매,2020-04-02
휴게음식점,야미얌,제주특별자치도 제주시 동광로 24,21.83,064-727-1627,일반조리판매,2020-04-02
휴게음식점,돈까스마을,제주특별자치도 제주시 서광로29길 36 ,38.02,064-727-1771,일반조리판매,2020-04-02
휴게음식점,씨유제주영평점,제주특별자치도 제주시 연신로 264 ,3.3,064-727-2333,일반조리판매,2020-04-02
휴게음식점,럭스PC방,제주특별자치도 제주시 중앙로 242 ,6.6,064-727-2356,기타 휴게음식점,2020-04-02
휴게음식점,보네르,제주특별자치도 제주시 남광북5길 10,77.4,064-727-3311,커피숍,2020-04-02
휴게음식점,원더샌드위치,제주특별자치도 제주시 전농로 109 ,69.69,064-727-6999,커피숍,2020-04-02
휴게음식점,설빙제주칠성통점,제주특별자치도 제주시 관덕로11길 8,236.68,064-727-8808,커피숍,2020-04-02
휴게음식점,서희원꼬지닷컴시민회관점,제주특별자치도 제주시 중앙로 124-1 ,26.4,064-727-8899,일반조리판매,2020-04-02
휴게음식점,맛짱김밥인제점,제주특별자치도 제주시 고마로 88 ,29.32,064-727-9009,일반조리판매,2020-04-02
휴게음식점,주식회사비엔제대지점,제주특별자치도 제주시 한북로 349 ,105.5,064-728-4868,커피숍,2020-04-02
휴게음식점,(주)이마트제주1호점,제주특별자치도 제주시 탑동로 38 ,14.5,064-729-1053,기타 휴게음식점,2020-04-02
휴게음식점,(주)이마트제주3호점,제주특별자치도 제주시 탑동로 38 ,21.88,064-729-1053,일반조리판매,2020-04-02
휴게음식점,(주)이마트제주점,제주특별자치도 제주시 탑동로 38 ,13.6,064-729-1053,일반조리판매,2020-04-02
휴게음식점,(주)이마트제주2호점,제주특별자치도 제주시 탑동로 38 ,19.2,064-729-1053,일반조리판매,2020-04-02
휴게음식점,대치식품,제주특별자치도 제주시 탑동로 38 ,9.9,064-729-1202,기타 휴게음식점,2020-04-02
휴게음식점,보승족발,제주특별자치도 제주시 탑동로 38,11.4,064-729-1234,기타 휴게음식점,2020-04-02
휴게음식점,제주시농협하나로마트(2호),제주특별자치도 제주시 남광로 206 ,27.14,064-729-1551,기타 휴게음식점,2020-04-02
휴게음식점,제주시농협하나로마트(1호),제주특별자치도 제주시 남광로 206 ,98.94,064-729-1551,기타 휴게음식점,2020-04-02
휴게음식점,제주시농협하나로마트(즉석코너),제주특별자치도 제주시 남광로 206,27.5,064-729-1551,일반조리판매,2020-04-02
휴게음식점,킹콩쥬스엔청춘감성쌀핫도그,제주특별자치도 제주시 정원로 39,63.75,064-741-1179,패스트푸드,2020-04-02
휴게음식점,농협중앙회북제주군지부구내,제주특별자치도 제주시 신대로 110 ,97.65,064-741-6660,기타 휴게음식점,2020-04-02
휴게음식점,(주)지앤엘,제주특별자치도 제주시 삼무로 67 ,121.66,064-741-8000,기타 휴게음식점,2020-04-02
휴게음식점,세븐일레븐해안도로점,제주특별자치도 제주시 서해안로 228 ,6.6,064-742-0550,편의점,2020-04-02
휴게음식점,투썸플레이스도두해안도로점,제주특별자치도 제주시 서해안로 228,257.95,064-742-0550,커피숍,2020-04-02
휴게음식점,호떡당연동점,제주특별자치도 제주시 국기로 8,36.3,064-742-1365,기타 휴게음식점,2020-04-02
휴게음식점,돈츠돈츠,제주특별자치도 제주시 1100로 3348 ,50.4,064-742-1443,일반조리판매,2020-04-02
휴게음식점,청춘쌀핫도그남녕점,제주특별자치도 제주시 남녕로 43 ,56.1,064-742-1900,일반조리판매,2020-04-02
휴게음식점,현대,제주특별자치도 제주시 신대로 68 ,157.02,064-742-2714,일반조리판매,2020-04-02
휴게음식점,니모메,제주특별자치도 제주시 일주서로 7335-8,211.65,064-742-3008,커피숍,2020-04-02
휴게음식점,도미노피자제주노형점,제주특별자치도 제주시 연북로 18,104,064-742-3082,일반조리판매,2020-04-02
휴게음식점,수정다방,제주특별자치도 제주시 추자면 추자로 6-1,39.5,064-742-3533,기타 휴게음식점,2020-04-02
휴게음식점,별장분식,제주특별자치도 제주시 추자면 대서리 3번지,26.44,064-742-3948,일반조리판매,2020-04-02
휴게음식점,고수김밥,제주특별자치도 제주시 일주동로 340,30.24,064-742-4086,일반조리판매,2020-04-02
휴게음식점,진미김밥,제주특별자치도 제주시 원노형10길 28,20.4,064-742-4337,일반조리판매,2020-04-02
휴게음식점,유별난수제생돈까스,제주특별자치도 제주시 정원로 41 ,44.72,064-742-5341,일반조리판매,2020-04-02
휴게음식점,지에스25탐라스테이점,제주특별자치도 제주시 애월읍 애월해안로 881,4.95,064-742-5354,편의점,2020-04-02
휴게음식점,세븐일레븐제주가이아호텔점,제주특별자치도 제주시 연동7길 4,6.6,064-742-6110,편의점,2020-04-02
휴게음식점,삼해인관광호텔구내,제주특별자치도 제주시 도령로 108 ,85.14,064-742-7775,기타 휴게음식점,2020-04-02
휴게음식점,샌드데이중앙점,제주특별자치도 제주시 중앙로 60 ,4.86,064-742-8893,일반조리판매,2020-04-02
휴게음식점,나눔김밥,제주특별자치도 제주시 성신로 26 ,35.66,064-742-9127,일반조리판매,2020-04-02
휴게음식점,베스킨라빈스연동점,제주특별자치도 제주시 국기로 9 ,48.78,064-743-0037,패스트푸드,2020-04-02
휴게음식점,킹마트휴게점,제주특별자치도 제주시 용화로 52 ,10.56,064-743-0111,기타 휴게음식점,2020-04-02
휴게음식점,마들렌,제주특별자치도 제주시 수덕9길 39,68.84,064-743-0737,일반조리판매,2020-04-02
휴게음식점,지에스25제주한라점,제주특별자치도 제주시 한라대학로 63,9,064-743-1409,편의점,2020-04-02
휴게음식점,북카페여행,제주특별자치도 제주시 절물2길 8-2 ,132,064-743-1421,기타 휴게음식점,2020-04-02
휴게음식점,카페아꼬떼,제주특별자치도 제주시 조천읍 선교로 548,53.2,064-743-1478,커피숍,2020-04-02
휴게음식점,메가커피제주연동점,제주특별자치도 제주시 과원북2길 48 ,66.18,064-743-2080,커피숍,2020-04-02
휴게음식점,다올김밥분식,제주특별자치도 제주시 남녕로 48 ,49.5,064-743-2100,기타 휴게음식점,2020-04-02
휴게음식점,열린피시방구내,제주특별자치도 제주시 신대로10길 44 ,6.6,064-743-2278,기타 휴게음식점,2020-04-02
휴게음식점,삼광,제주특별자치도 제주시 연삼로 38 ,17.52,064-743-3111,기타 휴게음식점,2020-04-02
휴게음식점,지정환임실치즈피자신제주점,제주특별자치도 제주시 삼동2길 12,37.5,064-743-3332,패스트푸드,2020-04-02
휴게음식점,남문주유소구내,제주특별자치도 제주시 이도이동 685번지,12.2,064-743-3850,커피숍,2020-04-02
휴게음식점,씨유제주용두암점,제주특별자치도 제주시 용두암길 8 ,5,064-743-4546,편의점,2020-04-02
휴게음식점,바른손외도점,제주특별자치도 제주시 월대2길 10 ,4.95,064-743-5464,기타 휴게음식점,2020-04-02
휴게음식점,패밀리만두,제주특별자치도 제주시 국기로 9 ,28.82,064-743-6233,일반조리판매,2020-04-02
휴게음식점,스마일김밥,제주특별자치도 제주시 일주서로 7517,13.23,064-743-6596,일반조리판매,2020-04-02
휴게음식점,윤스오리지널(주)이마트신제주점,제주특별자치도 제주시 1100로 3348,7.8,064-743-7363,일반조리판매,2020-04-02
휴게음식점,노형맛김밥,제주특별자치도 제주시 노형로 337 ,33,064-743-7555,일반조리판매,2020-04-02
휴게음식점,씨유제주신성점,제주특별자치도 제주시 일주서로 7850 ,6.6,064-743-8688,편의점,2020-04-02
휴게음식점,이스터,제주특별자치도 제주시 한경면 칠전로 154,28.56,064-743-9066,커피숍,2020-04-02
휴게음식점,호호분식,제주특별자치도 제주시 박성내서길 2-10,39.3,064-743-9229,일반조리판매,2020-04-02
휴게음식점,로아몬드,제주특별자치도 제주시 도령로 40,11.67,064-744-2321,기타 휴게음식점,2020-04-02
휴게음식점,통큰왕만두찐빵노형점,제주특별자치도 제주시 원노형로 46 ,10,064-744-2666,일반조리판매,2020-04-02
휴게음식점,기라,제주특별자치도 제주시 정존11길 29 ,47.25,064-744-3323,기타 휴게음식점,2020-04-02
휴게음식점,보리빵마을,제주특별자치도 제주시 도령로 170 ,47.17,064-744-3334,기타 휴게음식점,2020-04-02
휴게음식점,뉴코리아호텔구내,제주특별자치도 제주시 은남길 37 ,71,064-744-4333,기타 휴게음식점,2020-04-02
휴게음식점,지에스25과원점,제주특별자치도 제주시 과원로 51,6.6,064-744-4532,편의점,2020-04-02
휴게음식점,하나맘김밥,제주특별자치도 제주시 귀아랑2길 14,17.68,064-744-5054,일반조리판매,2020-04-02
휴게음식점,베스킨라빈스신제주점,제주특별자치도 제주시 1100로 3342,66.05,064-744-6161,일반조리판매,2020-04-02
휴게음식점,제주코아호텔구내,제주특별자치도 제주시 노연로 146 ,76.65,064-744-6600,기타 휴게음식점,2020-04-02
휴게음식점,마마,제주특별자치도 제주시 신대로8길 34,49.8,064-744-6987,일반조리판매,2020-04-02
휴게음식점,퓨전상회,제주특별자치도 제주시 연동7길 24,51.9,064-744-7247,기타 휴게음식점,2020-04-02
휴게음식점,하나로슈퍼,제주특별자치도 제주시 비월길 19 ,6.6,064-744-7539,일반조리판매,2020-04-02
휴게음식점,이디야에스프레소제주노형점,제주특별자치도 제주시 달마루길 10-1 ,38.16,064-744-7745,커피숍,2020-04-02
휴게음식점,제주도립미술관플라타너스,제주특별자치도 제주시 1100로 2894-78 ,110.76,064-744-7923,커피숍,2020-04-02
휴게음식점,명품,제주특별자치도 제주시 성신로2길 21 ,44.41,064-744-8818,일반조리판매,2020-04-02
휴게음식점,씨유노형대림점,제주특별자치도 제주시 도령로 7 ,10,064-744-9232,편의점,2020-04-02
휴게음식점,지에스25시편의점,제주특별자치도 제주시 도령로 31 ,13.2,064-744-9625,일반조리판매,2020-04-02
휴게음식점,서부관광휴게마트,제주특별자치도 제주시 노형로 27 ,39,064-745-0120,일반조리판매,2020-04-02
휴게음식점,행복김밥,제주특별자치도 제주시 우정로16길 2 ,60.73,064-745-0729,기타 휴게음식점,2020-04-02
휴게음식점,스타만화카페,제주특별자치도 제주시 한라대학로 89-1 ,6.6,064-745-1006,기타 휴게음식점,2020-04-02
휴게음식점,스카이마트,제주특별자치도 제주시 노형로 157 ,9.9,064-745-1633,편의점,2020-04-02
휴게음식점,쥬씨제주한라대점,제주특별자치도 제주시 정원로 51,32.3,064-745-2223,커피숍,2020-04-02
휴게음식점,스쿨떡볶이,제주특별자치도 제주시 노형2길 51-1,29.84,064-745-2511,일반조리판매,2020-04-02
휴게음식점,수목원스낵,제주특별자치도 제주시 은수길 69 ,29.7,064-745-2722,기타 휴게음식점,2020-04-02
휴게음식점,수목원커피숍,제주특별자치도 제주시 은수길 69 ,87.36,064-745-2722,커피숍,2020-04-02
휴게음식점,카페엔젤,제주특별자치도 제주시 과원로 70,141,064-745-3055,커피숍,2020-04-02
휴게음식점,씨유노형해오름점,제주특별자치도 제주시 과원북4길 39 ,6.6,064-745-5040,편의점,2020-04-02
휴게음식점,지에스25한라대학점,제주특별자치도 제주시 한라대학로 72,7,064-745-5213,편의점,2020-04-02
휴게음식점,요거프레소제주연동점,제주특별자치도 제주시 남녕로 32 ,82.5,064-745-5453,기타 휴게음식점,2020-04-02
휴게음식점,문하우스,제주특별자치도 제주시 정실동길 26,84.87,064-745-6153,커피숍,2020-04-02
휴게음식점,미스터피자신제주점,제주특별자치도 제주시 신광로 101 ,233.35,064-745-6677,패스트푸드,2020-04-02
휴게음식점,제주메이플호텔,제주특별자치도 제주시 원노형3길 41,88.31,064-745-6775,일반조리판매,2020-04-02
휴게음식점,GS25연동대림점,제주특별자치도 제주시 과원북4길 73 ,6,064-745-7111,편의점,2020-04-02
휴게음식점,띠아모북노형점,제주특별자치도 제주시 월랑로8길 1,56,064-745-7722,과자점,2020-04-02
휴게음식점,씨유노형아이파크점,제주특별자치도 제주시 노형10길 23,6.6,064-745-8015,편의점,2020-04-02
휴게음식점,올레산야초,제주특별자치도 제주시 애월읍 유수암서길 57,66.53,064-745-8075,전통찻집,2020-04-02
휴게음식점,대만삼촌대왕카스테라연동점,제주특별자치도 제주시 국기로 6,85.95,064-745-8887,패스트푸드,2020-04-02
휴게음식점,스타벅스제주노형점,제주특별자치도 제주시 도령로 27,286,064-745-8924,커피숍,2020-04-02
휴게음식점,푸른감람나무,제주특별자치도 제주시 중앙로 470,203.76,064-745-9191,커피숍,2020-04-02
휴게음식점,씨유제주연동중앙점,제주특별자치도 제주시 은남4길 37,3.3,064-746-0027,편의점,2020-04-02
휴게음식점,베스킨라빈스롯데참피온점,제주특별자치도 제주시 신광로 52 ,12.65,064-746-0311,기타 휴게음식점,2020-04-02
휴게음식점,지에스25노형사랑점,제주특별자치도 제주시 노형로 379,13.2,064-746-0365,기타 휴게음식점,2020-04-02
휴게음식점,미리내분식,제주특별자치도 제주시 오등봉길 28,29.7,064-746-1018,일반조리판매,2020-04-02
휴게음식점,나들이김밥,제주특별자치도 제주시 삼성로 71 ,26.6,064-746-1060,일반조리판매,2020-04-02
휴게음식점,은주,제주특별자치도 제주시 신대로12길 51 ,15.17,064-746-1073,기타 휴게음식점,2020-04-02
휴게음식점,담화헌,제주특별자치도 제주시 축산마을북길 55 ,63.16,064-746-1746,커피숍,2020-04-02
휴게음식점,디앤엠테이크아웃,제주특별자치도 제주시 광평동로 45 ,8,064-746-2008,커피숍,2020-04-02
휴게음식점,토방속에장독대,제주특별자치도 제주시 신대로14길 33 ,128.45,064-746-2626,기타 휴게음식점,2020-04-02
휴게음식점,스타벅스제주노형공원점,제주특별자치도 제주시 연북로 12,189.46,064-746-3367,커피숍,2020-04-02
